City,HurricaneName,DATE,AWND,WSF2,SizeRank,before,after,percent,increase
Tampa,irma,9/10/2017,20.36,52.1,50,97518.91551,117410.6115,20.397782200480084,1
Tampa,matthew,10/7/2016,16.78,25.1,50,79355.75107,99124.85991,24.912005208748635,1
Tampa,michael,10/10/2018,14.99,25.1,50,119123.7192,132794.874,11.476433821753949,0
Tavares,charley,8/13/2004,8.72,29.1,2776,69219.95069,80156.16329,15.79922044292921,0
Tavares,dennis,7/10/2005,13.65,29.1,2776,78933.02537,106019.3197,34.3155405523005,1
Tavares,irma,9/11/2017,24.38,48.1,2776,99571.84893,113119.0375,13.605440408688024,0
Tavares,matthew,10/7/2016,21.25,31.1,2776,86456.27739,100603.0655,16.36293920704512,1
Tavares,michael,10/10/2018,13.87,35.1,2776,114324.6311,128474.3751,12.376811421873905,1
Vero Beach,charley,8/13/2004,12.75,25.9,350,71026.65736,87182.36274,22.74597451223769,0
Vero Beach,dennis,7/10/2005,14.76,33.1,350,85760.49364,113190.0892,31.98395251214648,1
Vero Beach,irma,9/10/2017,21.92,21.9,350,107382.9526,123725.565,15.219000785791392,0
Vero Beach,matthew,10/7/2016,24.83,55.0,350,91758.65933,109114.022,18.91414150634365,1
Vero Beach,michael,10/9/2018,14.54,21.9,350,124829.661,136120.9213,9.045334425766,0
West Palm Beach,charley,8/13/2004,12.75,31.1,158,73059.62823,90522.9295,23.90280609562308,1
West Palm Beach,dennis,7/10/2005,15.88,34.9,158,88829.22378,115408.7211,29.92201911594819,0
West Palm Beach,irma,9/10/2017,38.92,66.0,158,115176.5993,130660.4005,13.443530451588876,0
West Palm Beach,matthew,10/7/2016,19.69,31.1,158,103398.9169,116628.3699,12.794575994248165,0
West Palm Beach,michael,10/9/2018,13.65,23.0,158,131859.0371,143536.4257,8.855963805608594,0
Winter Haven,dennis,7/10/2005,13.65,25.1,395,59886.01537,76763.92735,28.183394529960687,0
Winter Haven,irma,9/10/2017,25.95,55.0,395,80030.41335,93036.50736,16.251439253624696,1
Winter Haven,matthew,10/7/2016,13.42,25.9,395,69267.39054,80862.3036,16.739353062974512,1
Winter Haven,michael,10/10/2018,13.2,25.1,395,94132.64063,110238.5131,17.109763799473264,1
