NAME,LATITUDE,LONGITUDE,DATE,AWND,WSF2
"COCOA 4.6 NW, FL US",28.4247,-80.8018,9/11/2017,,
"MIMS 3.3 SW, FL US",28.64682,-80.88007,9/11/2017,,
"PENSACOLA 12.5 SW, FL US",30.3315,-87.353,9/11/2017,,
"PENSACOLA 7.0 NNW, FL US",30.534554,-87.244034,9/11/2017,,
"PALM BAY 3.2 S, FL US",27.939933,-80.669107,9/11/2017,,
"LAKELAND 2, FL US",27.99437,-82.01378,9/11/2017,,
"NORTH PORT 1.6 ENE, FL US",27.061,-82.172,9/11/2017,,
"NORTH PORT 4.7 NNE, FL US",27.113171,-82.165734,9/11/2017,,
"SARASOTA 5.8 SE, FL US",27.261,-82.4885,9/11/2017,,
"COCOA 5.1 NW, FL US",28.42102,-80.81711,9/11/2017,,
"TITUSVILLE 5.9 NNW, FL US",28.6613616,-80.8699074,9/11/2017,,
"MERRITT ISLAND 5.6 NNW, FL US",28.382235,-80.706679,9/11/2017,,
"SARASOTA 1.4 E, FL US",27.34013939,-82.52347565,9/11/2017,,
"ENGLEWOOD 3.7 NNW, FL US",27.003679,-82.386879,9/11/2017,,
"PACE 2.4 N, FL US",30.633971,-87.15933,9/11/2017,,
"MIDDLEBURG 3.8 NW, FL US",30.086134,-81.949961,9/11/2017,,
"GREEN COVE SPRINGS 2.6 WNW, FL US",30.00567,-81.71777,9/11/2017,,
"PENNEY FARMS 0.1 E, FL US",29.980955,-81.810151,9/11/2017,,
"ST AUGUSTINE AIRPORT, FL US",29.95917,-81.33972,9/11/2017,,55
"KISSIMMEE 2, FL US",28.2763,-81.424,9/11/2017,,
"NORTH PORT 2.6 E, FL US",27.054479,-82.152672,9/11/2017,,
"POMPANO BEACH AIRPARK, FL US",26.24636,-80.11105,9/11/2017,13.2,21.9
"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,9/11/2017,17.45,38
"HOLLYWOOD NORTH PERRY AIRPORT, FL US",25.99956,-80.24119,9/11/2017,14.54,55.9
"KISSIMMEE PRAIRIE PRESERVE, FL US",27.6038,-81.053,9/11/2017,,
"ARCHBOLD BIO STATION, FL US",27.1819,-81.3508,9/11/2017,,
"BARTOW 1 SE, FL US",27.88608,-81.83251,9/11/2017,,
"LAKE WORTH 1.2 N, FL US",26.6362,-80.0558,9/11/2017,,
"NAVARRE 6.2 E, FL US",30.41475,-86.80899,9/11/2017,,
"KEYSTONE HEIGHTS 1.8 ESE, FL US",29.76677704,-82.00788116,9/11/2017,,
"SATSUMA 4.0 NE, FL US",29.5909,-81.6063,9/11/2017,,
"EAST PALATKA 3.5 NNW, FL US",29.696167,-81.626432,9/11/2017,,
"BROOKSVILLE 5.5 SE, FL US",28.508178,-82.319718,9/11/2017,,
"CRESCENT CITY 8.6 WSW, FL US",29.39962,-81.65219,9/11/2017,,
"FLORAHOME 4.1 NNE, FL US",29.783161,-81.848668,9/11/2017,,
"ORANGE PARK 4.1 WSW, FL US",30.144849,-81.766778,9/11/2017,,
"HIGH POINT 0.2 E, FL US",28.547031,-82.523102,9/11/2017,,
"ABERDEEN 4.2 NNW, FL US",26.607032,-80.172049,9/11/2017,,
"SUNSET 2.4 SW, FL US",25.683459,-80.381546,9/11/2017,,
"SUN VALLEY 0.8 SW, FL US",26.518,-80.145,9/11/2017,,
"NORTH PORT 3.6 ESE, FL US",27.03619,-82.13814,9/11/2017,,
"NAVARRE 2.1 WNW, FL US",30.408899,-86.897846,9/11/2017,,
"GULF BREEZE 7.2 ENE, FL US",30.39767647,-87.05970764,9/11/2017,,
"SATSUMA 0.2 WSW, FL US",29.5516586,-81.6578598,9/11/2017,,
"INTERLACHEN 10.4 NNE, FL US",29.75871,-81.83854,9/11/2017,,
"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183,9/11/2017,,
"SEBRING 23 SSE, FL US",27.1526,-81.3689,9/11/2017,,
"FLEMING ISLAND 2.2 S, FL US",30.06164,-81.71337,9/11/2017,,
"ORANGE PARK 2.5 WSW, FL US",30.15172,-81.742435,9/11/2017,,
"KEYSTONE HEIGHTS 10.0 NE, FL US",29.8641589,-81.8978604,9/11/2017,,
"ABERDEEN 3.7 WNW, FL US",26.575478,-80.202553,9/11/2017,,
"TITUSVILLE 7 E, FL US",28.6159,-80.6929,9/11/2017,,
"APOPKA 2.9 E, FL US",28.6848,-81.4659,9/11/2017,,
"UNION PARK 3.9 E, FL US",28.5598826,-81.17177457,9/11/2017,,
"ST. AUGUSTINE 12.2 WNW, FL US",29.944067,-81.5061,9/11/2017,,
"ROYAL PALM BEACH 5.0 W, FL US",26.714038,-80.30703,9/11/2017,,
"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,9/11/2017,28.19,59.1
"LANTANA 0.3 E, FL US",26.58380249,-80.05063148,9/11/2017,,
"WELLINGTON 0.7 SE, FL US",26.65101242,-80.24752045,9/11/2017,,
"CRESTVIEW FAA AP, FL US",30.77715,-86.51938,9/11/2017,14.76,25.1
"ORLANDO 4.9 N, FL US",28.57430077,-81.38513947,9/11/2017,,
"ORLANDO 4.8 NNW, FL US",28.57224846,-81.39583588,9/11/2017,,
"ORANGE 11.2 NE, FL US",28.587995,-81.106032,9/11/2017,,
"LISBON, FL US",28.8728,-81.7844,9/11/2017,,
"MARIANNA MUNICIPAL AIRPORT, FL US",30.83696,-85.18352,9/11/2017,21.03,33.1
"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,9/11/2017,17.22,28
"UNION PARK 1.1 E, FL US",28.562445,-81.218461,9/11/2017,,
"MAYPORT PILOT STATION, FL US",30.4,-81.41667,9/11/2017,31.99,70
"WAUCHULA, FL US",27.5477,-81.7994,9/11/2017,,
"CITRUS PARK 1.3 ENE, FL US",28.08232,-82.549328,9/11/2017,,
"VALRICO 1.1 SE, FL US",27.929363,-82.228964,9/11/2017,,
"VALRICO 2.2 SE, FL US",27.9125,-82.2261,9/11/2017,,
"MOUNT PLYMOUTH 1 SSW, FL US",28.7991,-81.5373,9/11/2017,,
"UNION PARK 2.9 SSE, FL US",28.522274,-81.225459,9/11/2017,,
"ST. AUGUSTINE SOUTH 2.1 SSW, FL US",29.81285,-81.331895,9/11/2017,,
"JUPITER 2.0 SW, FL US",26.901957,-80.124571,9/11/2017,,
"TAMPA 5.1 S, FL US",27.885885,-82.489524,9/11/2017,,
"SUN CITY CENTER 1.0 NE, FL US",27.7305,-82.3384,9/11/2017,,
"BLOOMINGDALE 1.3 ESE, FL US",27.86801,-82.24052,9/11/2017,,
"BOYNTON BEACH 1.3 WNW, FL US",26.535709,-80.09982,9/11/2017,,
"BOYNTON BEACH 6.2 WNW, FL US",26.55375,-80.176418,9/11/2017,,
"ABERDEEN 1.4 WNW, FL US",26.56134224,-80.16861725,9/11/2017,,
"BOCA RATON 2.1 ENE, FL US",26.38388,-80.07553,9/11/2017,,
"DELRAY BEACH 1.6 WSW, FL US",26.44198418,-80.11053467,9/11/2017,,
"WEST PALM BEACH 6.0 WNW, FL US",26.780269,-80.216571,9/11/2017,,
"WINTER GARDEN 2.3 SSW, FL US",28.530339,-81.594792,9/11/2017,,
"BAY LAKE 4.1 WSW, FL US",28.356718,-81.633374,9/11/2017,,
"ALTOONA 5.3 NNE, FL US",29.039698,-81.627135,9/11/2017,,
"BUENA VENTURA LAKES 11.0 E, FL US",28.36613274,-81.17551422,9/11/2017,,
"ASTATULA 1.0 E, FL US",28.71091843,-81.71882629,9/11/2017,,
"UNION PARK 3.8 ESE, FL US",28.543139,-81.17853,9/11/2017,,
"OCOEE 1.4 N, FL US",28.592667,-81.5285,9/11/2017,,
"ORLANDO 7.2 WNW, FL US",28.572876,-81.491422,9/11/2017,,
"LADY LAKE 2.0 NNW, FL US",28.954757,-81.93905,9/11/2017,,
"ORLANDO 12.0 S, FL US",28.3645,-81.4146,9/11/2017,,
"FORT PIERCE 8.6 NW, FL US",27.55148888,-80.40325928,9/11/2017,,
"PERRINE 4 W, FL US",25.5819,-80.4361,9/11/2017,,
"PORT ST. LUCIE 4.4 NNW, FL US",27.33976364,-80.37633514,9/11/2017,,
"PERRY, FL US",30.09861,-83.57417,9/11/2017,,
"ORLANDO 2.9 NNE, FL US",28.544286,-81.356984,9/11/2017,,
"APOPKA 3.5 ESE, FL US",28.66696,-81.460861,9/11/2017,,
"LADY LAKE 5.5 S, FL US",28.849946,-81.944595,9/11/2017,,
"PORT ST. LUCIE 1.7 NNW, FL US",27.3029,-80.36172,9/11/2017,,
"LEESBURG 2.7 NW, FL US",28.836163,-81.913656,9/11/2017,,
"PALM CITY 4.0 SW, FL US",27.1222,-80.3169,9/11/2017,,
"BOCA RATON 3.8 WSW, FL US",26.35442,-80.164432,9/11/2017,,
"FORT PIERCE 9.3 NNW, FL US",27.555353,-80.401967,9/11/2017,,
"DELRAY BEACH 2.3 WSW, FL US",26.446739,-80.125586,9/11/2017,,
"PORT ST. LUCIE 4.1 SW, FL US",27.243937,-80.406642,9/11/2017,,
"GOLDEN LAKES 2.4 SSW, FL US",26.6674136,-80.1785257,9/11/2017,,
"GOLFVIEW 0.9 SSW, FL US",26.67679,-80.11644,9/11/2017,,
"SOUTH PASADENA 1.0 NE, FL US",27.763511,-82.73149,9/11/2017,,
