NAME,LATITUDE,LONGITUDE,DATE,AWND,WSF2
"JASPER, FL US",30.5228,-82.9447,9/28/2022,,
"JASPER, FL US",30.5228,-82.9447,9/29/2022,,
"QUINCY 3 SSW, FL US",30.54972,-84.58361,9/28/2022,,
"QUINCY 3 SSW, FL US",30.54972,-84.58361,9/29/2022,,
"TALLAHASSEE AIRPORT, FL US",30.3961,-84.3555,9/28/2022,,
"TALLAHASSEE AIRPORT, FL US",30.3961,-84.3555,9/29/2022,,
"FORT PIERCE, FL US",27.4419,-80.3508,9/28/2022,,
"FORT PIERCE, FL US",27.4419,-80.3508,9/29/2022,,
"BLOXHAM FLORIDA, FL US",30.5872,-84.9886,9/28/2022,,
"BLOXHAM FLORIDA, FL US",30.5872,-84.9886,9/29/2022,,
"CANAL POINT USDA, FL US",26.8639,-80.6256,9/28/2022,,
"CANAL POINT USDA, FL US",26.8639,-80.6256,9/29/2022,,
"OCHOPEE FLORIDA, FL US",25.9167,-81.2833,9/28/2022,,
"OCHOPEE FLORIDA, FL US",25.9167,-81.2833,9/29/2022,,
"MELBOURNE WEATHER FORECAST OFFICE, FL US",28.1136,-80.654,9/28/2022,,
"MELBOURNE WEATHER FORECAST OFFICE, FL US",28.1136,-80.654,9/29/2022,,
"OASIS FLORIDA, FL US",25.85,-81.03,9/28/2022,,
"OASIS FLORIDA, FL US",25.85,-81.03,9/29/2022,,
"DAYTONA BEACH, FL US",29.1966,-81.0084,9/28/2022,,
"DAYTONA BEACH, FL US",29.1966,-81.0084,9/29/2022,,
"KEY WEST WEATHER FORECAST OFFICE, FL US",24.55338,-81.78807,9/28/2022,,
"KEY WEST WEATHER FORECAST OFFICE, FL US",24.55338,-81.78807,9/29/2022,,
"PENSACOLA 7 NNE, FL US",30.5301,-87.19847,9/28/2022,,
"PENSACOLA 7 NNE, FL US",30.5301,-87.19847,9/29/2022,,
"MIAMI NWSFO, FL US",25.7553,-80.3836,9/28/2022,,
"MIAMI NWSFO, FL US",25.7553,-80.3836,9/29/2022,,
"PALM BAY, FL US",27.91527,-80.64573,9/28/2022,,
"PALM BAY, FL US",27.91527,-80.64573,9/29/2022,,
"PALM BEACH GARDENS, FL US",26.8261,-80.1488,9/28/2022,,
"PALM BEACH GARDENS, FL US",26.8261,-80.1488,9/29/2022,,
"SAINT LEO, FL US",28.3378,-82.26,9/28/2022,,
"SAINT LEO, FL US",28.3378,-82.26,9/29/2022,,
"TITUSVILLE, FL US",28.6243,-80.817,9/29/2022,,
"MONTICELLO 10 SW, FL US",30.4405,-83.9858,9/28/2022,,
"MONTICELLO 10 SW, FL US",30.4405,-83.9858,9/29/2022,,
"MOORE HAVEN LOCK 1, FL US",26.84,-81.0872,9/29/2022,,
"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,9/28/2022,24.38,49
"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,9/29/2022,33.11,62
"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,9/28/2022,17.45,25.1
"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,9/29/2022,18.12,29.1
"APALACHICOLA AIRPORT, FL US",29.72681,-85.02481,9/28/2022,17,25.9
"APALACHICOLA AIRPORT, FL US",29.72681,-85.02481,9/29/2022,16.11,23.9
"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,9/28/2022,18.57,31.1
"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,9/29/2022,11.63,23
"MELBOURNE INTERNATIONAL AIRPORT, FL US",28.09969,-80.6356,9/28/2022,20.8,44.1
"MELBOURNE INTERNATIONAL AIRPORT, FL US",28.09969,-80.6356,9/29/2022,24.38,46.1
"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,9/28/2022,24.38,52.1
"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,9/29/2022,13.65,21
"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,9/28/2022,22.15,33.1
"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,9/29/2022,,
"OLUSTEE FLORIDA, FL US",30.2,-82.4,9/28/2022,,
"OLUSTEE FLORIDA, FL US",30.2,-82.4,9/29/2022,,
"MILES CITY FLORIDA, FL US",26.2483,-81.2967,9/28/2022,,
"MILES CITY FLORIDA, FL US",26.2483,-81.2967,9/29/2022,,
"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",26.6851,-80.09918,9/28/2022,23.94,38
"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",26.6851,-80.09918,9/29/2022,19.24,36.9
"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,9/28/2022,22.15,49
"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,9/29/2022,25.5,48.1
"SUMATRA FLORIDA, FL US",30.0175,-84.9842,9/28/2022,,
"SUMATRA FLORIDA, FL US",30.0175,-84.9842,9/29/2022,,
"TAMPA INTERNATIONAL AIRPORT, FL US",27.96331,-82.54,9/28/2022,17.67,36.9
"TAMPA INTERNATIONAL AIRPORT, FL US",27.96331,-82.54,9/29/2022,,
"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,9/28/2022,20.58,42.9
"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,9/29/2022,18.79,23.9
"ST. MARKS EAST FLORIDA, FL US",30.1333,-84.1333,9/28/2022,,
"ST. MARKS EAST FLORIDA, FL US",30.1333,-84.1333,9/29/2022,,
"USHER TOWER, FL US",29.40807,-82.8188,9/28/2022,,
"USHER TOWER, FL US",29.40807,-82.8188,9/29/2022,,
"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",26.91847,-81.99391,9/28/2022,40.71,87
"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",26.91847,-81.99391,9/29/2022,17,31.1
"CLERMONT 9 S, FL US",28.4558,-81.7234,9/29/2022,,
"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,9/28/2022,18.12,38.9
"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,9/29/2022,21.7,40.9
"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,9/28/2022,18.79,33.1
