NAME,LATITUDE,LONGITUDE,DATE,AWND,WSF2
"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,10/7/2016,14.76,25.9
"HOLLYWOOD NORTH PERRY AIRPORT, FL US",25.99956,-80.24119,10/7/2016,15.66,25.9
"DUCK KEY, FL US",24.77048,-80.9073,10/7/2016,,
"KISSIMMEE PRAIRIE PRESERVE, FL US",27.6038,-81.053,10/7/2016,,
"ARCHBOLD BIO STATION, FL US",27.1819,-81.3508,10/7/2016,,
"BARTOW 1 SE, FL US",27.88608,-81.83251,10/7/2016,,
"LAKE WORTH 1.2 N, FL US",26.6362,-80.0558,10/7/2016,,
"SATSUMA 4.0 NE, FL US",29.5909,-81.6063,10/7/2016,,
"EAST PALATKA 3.5 NNW, FL US",29.696167,-81.626432,10/7/2016,,
"FLORAHOME 4.1 NNE, FL US",29.783161,-81.848668,10/7/2016,,
"INTERLACHEN 1.3 SW, FL US",29.604582,-81.914339,10/7/2016,,
"ORANGE PARK 4.1 WSW, FL US",30.144849,-81.766778,10/7/2016,,
"HIGH POINT 0.2 E, FL US",28.547031,-82.523102,10/7/2016,,
"ABERDEEN 4.2 NNW, FL US",26.607032,-80.172049,10/7/2016,,
"SUNSET 2.4 SW, FL US",25.683459,-80.381546,10/7/2016,,
"LAKE WORTH 1.0 NNW, FL US",26.633057,-80.066103,10/7/2016,,
"HILLSBOROUGH RVR ST PARK, FL US",28.1469,-82.2276,10/7/2016,,
"LINDGREN ACRES 0.5 WSW, FL US",25.6682,-80.4087,10/7/2016,,
"SUN VALLEY 0.8 SW, FL US",26.518,-80.145,10/7/2016,,
"NAVARRE 2.1 WNW, FL US",30.408899,-86.897846,10/7/2016,,
"SARASOTA 4.0 S, FL US",27.27793503,-82.55014038,10/7/2016,,
"MILTON 6.0 SW, FL US",30.5596,-87.10618,10/7/2016,,
"SPRING HILL 1.6 NNW, FL US",28.50283,-82.57426,10/7/2016,,
"GULF BREEZE 7.2 ENE, FL US",30.39767647,-87.05970764,10/7/2016,,
"INTERLACHEN 10.4 NNE, FL US",29.75871,-81.83854,10/7/2016,,
"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183,10/7/2016,,
"SEBRING 23 SSE, FL US",27.1526,-81.3689,10/7/2016,,
"FLEMING ISLAND 2.2 S, FL US",30.06164,-81.71337,10/7/2016,,
"ORANGE PARK 2.5 WSW, FL US",30.15172,-81.742435,10/7/2016,,
"KEYSTONE HEIGHTS 10.0 NE, FL US",29.8641589,-81.8978604,10/7/2016,,
"ABERDEEN 3.7 WNW, FL US",26.575478,-80.202553,10/7/2016,,
"TITUSVILLE 7 E, FL US",28.6159,-80.6929,10/7/2016,,
"APOPKA 2.9 E, FL US",28.6848,-81.4659,10/7/2016,,
"ST. AUGUSTINE 12.2 WNW, FL US",29.944067,-81.5061,10/7/2016,,
"ROYAL PALM BEACH 5.0 W, FL US",26.714038,-80.30703,10/7/2016,,
"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30.49529,-81.69374,10/7/2016,26.4,45
"PAHOKEE 1.6 NE, FL US",26.8374,-80.6471,10/7/2016,,
"LANTANA 0.3 E, FL US",26.58380249,-80.05063148,10/7/2016,,
"CRESTVIEW FAA AP, FL US",30.77715,-86.51938,10/7/2016,8.28,19.9
"BOCA RATON 5.1 W, FL US",26.3585,-80.188,10/7/2016,,
"ORLANDO 7.4 WNW, FL US",28.57094955,-81.49594116,10/7/2016,,
"ORLANDO 4.9 N, FL US",28.57430077,-81.38513947,10/7/2016,,
"ORLANDO 4.8 NNW, FL US",28.57224846,-81.39583588,10/7/2016,,
"WINTER GARDEN 6.1 SW, FL US",28.49523926,-81.64984894,10/7/2016,,
"ORANGE 11.2 NE, FL US",28.587995,-81.106032,10/7/2016,,
"LISBON, FL US",28.8728,-81.7844,10/7/2016,,
"MARIANNA MUNICIPAL AIRPORT, FL US",30.83696,-85.18352,10/7/2016,10.96,19.9
"PENSACOLA REGIONAL AIRPORT, FL US",30.47612,-87.18575,10/7/2016,9.84,19.9
"MAYPORT PILOT STATION, FL US",30.4,-81.41667,10/7/2016,,36
"WHITE SPRINGS 7 N, FL US",30.4392,-82.7847,10/7/2016,,
"WAUCHULA, FL US",27.5477,-81.7994,10/7/2016,,
"PLANT CITY 6.5 NW, FL US",28.066173,-82.209836,10/7/2016,,
"CITRUS PARK 1.3 ENE, FL US",28.08232,-82.549328,10/7/2016,,
"VALRICO 1.1 SE, FL US",27.929363,-82.228964,10/7/2016,,
"VALRICO 2.2 SE, FL US",27.9125,-82.2261,10/7/2016,,
"UNION PARK 2.9 SSE, FL US",28.522274,-81.225459,10/7/2016,,
"ST. AUGUSTINE SOUTH 2.1 SSW, FL US",29.81285,-81.331895,10/7/2016,,
"BOCA RATON 1.9 SE, FL US",26.3559685,-80.0822983,10/7/2016,,
"JUPITER 2.0 SW, FL US",26.901957,-80.124571,10/7/2016,,
"BOCA RATON 2.7 NE, FL US",26.3984977,-80.0735918,10/7/2016,,
"TAMPA 5.1 S, FL US",27.885885,-82.489524,10/7/2016,,
"SUN CITY CENTER 1.0 NE, FL US",27.7305,-82.3384,10/7/2016,,
"BAHIA HONDA STATE PARK, FL US",24.65953,-81.27448,10/7/2016,,
