SizeRank,City,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023
12,Jacksonville,34345.37809,34401.37835,34463.49336,34614.56979,34789.20541,34996.77934,35192.79405,35391.75152,35567.46821,35752.0418,35967.77505,36204.86321,36444.32054,36668.03931,36900.54178,37163.7384,37424.33575,37687.49111,37955.64671,38209.41378,38458.41555,38682.5055,38932.7825,39189.18546,39444.08237,39681.52629,39898.16594,40122.3553,40369.92354,40636.98635,40902.08013,41159.60693,41431.31826,41689.98817,41948.54668,42216.84065,42523.92213,42823.27884,43079.02725,43343.64083,43623.51838,43933.59243,44239.56827,44567.92638,44915.00022,45247.63312,45615.17816,45938.8248,46268.18407,46528.30349,46869.66151,47292.76849,47794.00017,48323.29955,48853.38879,49443.23113,50037.92135,50559.76398,51059.93582,51610.89766,52229.68266,52803.3279,53341.68599,53961.22384,54676.22525,55500.83408,56347.60786,57229.67105,58144.16298,59039.95326,59855.01952,60622.08954,61480.05435,62371.87289,63294.57311,64197.18023,65183.7024,66110.95633,66966.28198,67685.83869,68164.74468,68504.27035,68665.77298,68781.74385,68768.87214,68701.26763,68735.76085,68789.0512,68899.47724,68869.95372,68839.57756,68723.18764,68530.90554,68156.88986,67723.72717,67221.0278,66697.88443,66328.77137,65954.23893,65473.93512,64857.93212,64208.25632,63566.19665,62710.59009,61778.23786,60864.03071,60018.52943,59182.36435,58780.15389,58322.32151,57857.96659,56804.61958,55736.21174,54791.94941,54271.73078,53940.49814,53600.12306,53024.04931,52561.32699,52138.30466,51546.34265,50895.34306,50286.69868,49998.71402,49807.60607,49642.35196,49146.32668,48351.00876,47477.74832,46813.83938,46160.7498,45379.33958,44472.94759,43754.05585,43066.3313,42481.41702,41696.95816,40983.47689,40371.22231,39844.39775,39289.35359,38634.06333,38169.8667,37948.56244,37975.62952,38107.60396,38191.2449,38284.58842,38256.07849,38234.28395,38157.52822,38057.43234,38102.94169,38363.2525,38898.91245,39690.71624,40404.66372,41012.13352,41471.55388,42051.10623,42725.4792,43350.84884,43971.59082,44637.21483,45245.19878,45787.25006,46196.82456,46862.3883,47502.78681,48263.5409,48773.71984,49363.21888,49821.83275,50098.13121,50219.7832,50264.89874,50494.0177,50736.49055,51056.16957,51447.98944,51539.75565,51386.83572,51160.52556,51403.0948,52148.93806,52923.97619,53829.90766,54722.16388,55900.79586,57087.40065,58156.7564,59090.06594,59637.58645,60143.26631,60637.93714,61641.02096,62818.78882,64118.26405,65227.61753,66481.65207,67786.93135,69398.7319,70804.75622,72034.88866,72787.89404,73525.22984,74368.7297,75455.15986,76743.17424,78293.81388,79988.37115,81818.17215,83592.26287,85433.3146,86841.13957,87880.68101,88350.04542,88850.4784,89549.52993,90687.07496,92095.89214,93523.48367,95041.6885,96503.60049,97978.48785,99352.70773,100748.6193,101967.799,103362.1273,104838.7241,106650.4108,107991.1522,109041.7674,109767.0379,110431.3499,110939.8496,111085.3266,111285.0945,111648.6687,112486.6398,113802.4782,115604.3713,117240.0549,118561.5072,119174.5254,119440.7224,119445.4751,119655.4486,120549.9882,121980.7439,123882.6663,125763.4799,128201.3479,131200.2347,134600.8275,137412.8163,139820.7633,142323.8154,144284.1204,145460.1526,145798.8108,146916.288,148924.1464,151468.7865,156215.2938,162883.0905,170776.9335,177149.7942,181461.7062,184936.6186,187590.7456,189515.9287,190775.04,191839.7007,192698.8167,192713.3347,192967.5721,193338.1168,193760.5524,193123.0721
16,Orlando,54399.11437,54514.305,54714.68168,55081.25437,55486.7647,55874.256,56210.0784,56566.77885,56985.08571,57502.76658,58009.73781,58448.98898,58781.16594,59048.69091,59311.9766,59647.56604,60091.85117,60539.48695,60928.20607,61284.08071,61652.75779,62093.45732,62542.43646,62950.74475,63313.82529,63638.03168,64002.1355,64401.54453,64814.2598,65272.83634,65696.5336,66204.10462,66673.53399,67210.45999,67707.73359,68194.47353,68616.27666,69005.18494,69440.26197,70007.57722,70624.27813,71234.13654,71766.31559,72303.0376,72779.12922,73293.1489,73888.63473,74577.99412,75247.68578,75863.27537,76491.55343,77256.50285,78106.71593,79086.37953,80078.20272,81284.73536,82430.94423,83646.87494,84713.23443,85857.03758,87103.38849,88560.22345,90199.11126,92149.7282,94422.75706,97120.89665,99935.29645,102573.8266,104877.4395,106941.0922,109205.9713,111719.6659,114235.0858,116699.0021,119104.8185,121719.2963,124155.7262,126379.2171,128043.327,129109.6237,129558.1043,130097.4609,130437.241,130721.7008,130199.6425,130052.0207,129815.1935,129956.6444,129753.6537,129153.8004,128184.7301,126888.698,125609.4322,124038.9723,122426.6818,120506.179,118976.176,116726.852,114488.9634,111857.5174,109344.4061,106883.4898,104377.9056,101996.2565,99936.94388,97892.49416,95259.40826,91898.03864,88001.06901,84612.2321,82135.12029,80107.0167,78474.47109,76403.07896,74706.69347,73040.57873,71493.51841,69890.05902,68761.39145,68025.24865,66941.58804,65863.52311,64965.04721,64569.44329,64174.87841,63657.7309,63196.79588,62542.43647,61794.99065,61197.21879,60588.27324,59922.21964,59170.69303,58525.97941,57825.94633,57088.63353,56418.8439,55917.80991,55614.44525,55631.36277,55832.0623,55990.17897,55928.03094,55925.70891,56204.62692,56551.16937,56710.87676,56710.32585,56841.98524,57266.74192,57837.3364,58470.98862,59261.80601,60142.15331,61104.74133,62141.49695,63299.26773,64354.51205,65337.99165,66410.73465,67781.53727,69202.29535,70473.70679,71798.60454,73301.60097,75006.4473,76437.73357,77747.02946,79033.35812,80475.49654,81680.00717,82731.56987,83608.30424,84472.42071,85192.83099,85812.92743,86449.33846,86915.08003,87555.4867,88316.43501,89329.50984,90200.55162,90782.03215,91284.26421,91845.74802,92441.58601,93101.19838,93830.79934,94866.1348,96071.43336,97174.49262,98248.19162,99254.63378,100464.2458,101594.9412,102850.3207,104037.1419,105597.9828,106844.5075,108151.4025,109372.1704,110743.0575,112101.6489,113257.7574,114512.786,115801.6703,117150.037,118552.614,120058.3932,121863.0279,123749.5176,125582.6529,127153.3916,128761.0255,130262.1018,131746.657,132962.1025,134329.9128,135916.2684,137614.4996,139255.6316,140624.8403,142030.0333,143474.5463,145034.8006,146602.7385,148250.0567,150010.8503,152014.8197,154006.3924,155636.5193,156611.106,157158.5593,157515.1334,157665.401,157766.8071,158042.0555,158775.171,160075.5565,161797.849,163765.1834,165635.152,167210.3555,168416.6829,169085.3166,169440.0712,169872.0922,170615.1586,171705.8251,173062.3246,174814.6198,176591.1263,178579.1711,180574.0333,182874.416,185062.4245,187349.71,190159.733,193020.4546,195855.7166,198153.6583,200780.6318,204090.0558,208060.3023,213395.5622,219352.4552,225519.6322,230885.3916,235449.2909,240107.3632,243928.0328,246786.3514,248328.3332,249230.4373,249816.9945,249725.2163,249407.3346,249355.3493,250118.6039,251411.5288
20,Miami,52834.56992,53017.65767,53177.81077,53521.19432,53839.20505,54211.19784,54577.85622,54919.54921,55242.04245,55520.12013,55851.29031,56195.76862,56579.47463,56962.12732,57333.91747,57765.75475,58255.41399,58846.60893,59522.19352,60262.52418,61019.52259,61697.46213,62346.49605,62952.76288,63570.33909,64171.91377,64799.79145,65497.20282,66237.65856,67044.00078,67945.04989,68895.56553,69743.67249,70534.22911,71253.90345,72222.73159,73318.23892,74530.85766,75697.30764,76904.44212,78036.98574,79108.24129,79996.07387,80952.39604,82042.79641,83175.42871,84251.92338,85039.36554,85884.05104,86752.55847,87921.48001,89075.2738,90429.17018,91852.28103,93439.35136,95140.09808,96883.32597,98738.18774,100616.5239,102590.5631,104500.5725,106338.7075,108093.7762,109792.7668,111948.6768,114563.56,117452.1523,120303.6121,123335.6319,126156.5307,128487.9016,130349.976,132340.3656,134253.3897,136588.9508,139219.2828,142037.2723,144268.6889,146130.0688,147592.3833,148715.3259,149421.1012,150216.9658,151127.5481,151674.1183,152124.2477,151977.4214,151955.7069,151601.1057,151224.5004,150703.5255,150053.2215,148879.7298,147798.4961,146276.8386,145223.6914,142603.2263,139460.7236,135659.0006,132446.8601,129685.3478,126937.3489,124215.4203,121054.0579,117725.9512,114354.4569,111196.0144,107934.1121,104801.8615,101821.323,99109.25937,96504.68077,94012.46376,91808.84595,89651.45619,87745.05247,86111.19622,84719.51635,83484.39493,82192.45498,81148.87912,80316.84239,79719.49407,79211.77656,78637.18326,77861.69643,77063.19279,76211.8644,75355.03964,74182.27817,73046.91196,72239.14388,71631.40996,71036.47929,70471.57971,70085.08099,69766.66949,69394.0254,69078.38359,68910.69019,68888.96568,69127.12723,69479.59978,69702.45052,70027.95289,70158.53362,70264.95468,70288.03304,70542.64731,71283.45653,72326.09189,73535.80516,74856.32831,76111.12348,77452.17685,78885.57193,80382.00614,81853.02693,83365.93366,85262.89152,87383.09126,89660.69277,91970.09787,94203.57712,96374.10366,98233.0829,99962.50906,101445.3334,102400.0239,103366.9502,104290.2909,105947.9853,107777.4071,109552.5563,111137.2518,112562.5682,114307.4485,116196.7071,118319.4926,120445.9392,122115.6823,123529.3328,124648.8005,126345.2358,128232.7925,130204.1851,131865.6617,133580.2773,135298.3455,137167.1949,138998.18,140829.2034,142297.7192,143669.5741,144923.6095,146481.1115,147874.6229,149561.1814,151119.7441,152796.6273,154297.5558,156075.3844,157612.7159,158509.011,158878.0712,159669.7755,161172.1198,163017.6747,164525.4213,165964.2967,167217.8029,168604.7911,169831.1585,171065.7092,172246.6527,173773.9839,176666.8147,180534.42,184837.7768,187941.9711,190270.1495,191934.1756,193689.7109,195128.7503,196509.8009,197868.6428,199618.9677,201586.2061,203022.2977,204141.8517,204686.7417,204898.395,204767.382,204600.0977,204884.4534,205434.3912,206160.2887,207257.2684,208971.6561,211387.5033,214221.8566,216897.2109,219181.6783,220393.6828,220368.5688,219539.0624,218782.4466,218828.3716,219682.0827,221354.3577,223833.081,226728.2382,229379.9591,231673.1637,234061.1818,236633.2028,239600.3645,242847.2098,247305.4825,252464.9744,257863.9018,262708.4435,267809.0489,273244.6157,280310.4402,288358.5238,297711.6001,306879.0393,315369.7112,323269.3673,329742.3198,334606.7074,337704.5881,340128.4449,342641.2198,344626.0065,347306.769,350039.6459,353429.2108,356632.3031
50,Tampa,32442.30379,32592.93576,32737.8551,33051.73181,33342.68522,33657.53924,33972.43003,34338.87583,34723.25211,35139.52296,35570.42043,35999.397,36436.3602,36817.24269,37215.22301,37596.03749,37992.90895,38387.28895,38754.85217,39142.91865,39523.67109,39872.11415,40166.69497,40392.36364,40654.24214,40918.84666,41231.63897,41510.85881,41807.28804,42122.25369,42472.41242,42880.8674,43262.60498,43658.60593,44062.3936,44478.16328,44925.38565,45343.85959,45815.81456,46299.45484,46825.51597,47283.51995,47712.77617,48166.95487,48699.07215,49399.20669,50067.26748,50686.4003,51119.51422,51585.4106,52091.69361,52702.9564,53403.06256,54230.72663,55128.64435,56072.45939,57018.66029,57827.84357,58613.20632,59378.46189,60275.09126,61309.89329,62426.41132,63707.13857,65001.6252,66415.75813,68007.02444,69551.37222,71310.67649,72941.96809,74687.11055,76251.3155,77788.70274,79278.12899,80882.9604,82615.7029,84174.12498,85620.81017,86523.48753,87621.01733,88374.7531,88937.3078,89033.00096,88637.26384,88472.71759,88355.63436,88842.53453,89403.02353,89949.85165,89724.67345,89027.50754,87966.01836,86726.67319,85317.71979,84225.9509,83391.11875,82283.28793,80574.42305,78788.88334,77343.09176,75959.48058,74742.5735,73434.47542,72212.68836,70895.03358,69447.08148,67620.30366,65743.24121,63947.70229,62441.49042,60892.48628,59366.47104,57775.5239,56185.43013,54797.69293,53579.84623,52570.17987,51613.25468,51037.22751,50627.18483,50426.77405,50053.23807,49630.78814,49169.03649,48944.94643,48770.4036,48317.063,47713.85981,46923.27363,46210.89163,45373.68823,44569.63712,43749.6446,42973.34943,42232.28009,41425.41275,40605.42841,39908.1662,39428.85053,39085.46786,38854.73896,38824.4766,38800.45988,38766.64461,38545.86063,38537.37293,38649.22931,39010.87923,39360.20901,39633.2539,39956.75386,40167.38241,40573.25532,41109.4257,41869.73406,42733.76215,43577.29532,44350.52321,45109.96992,45955.7446,47027.3827,48150.42191,49289.32698,50347.09238,51382.93885,52377.44664,53194.56549,53992.42654,54710.93593,55546.59316,56293.34479,57021.78056,57776.98804,58294.02735,58846.26391,59186.38558,59679.64105,60025.66082,60589.40661,61367.26958,62271.36363,63186.83304,63930.12702,64723.97671,65510.50755,66310.97774,67201.95623,68217.26513,69474.15375,70826.189,72166.51395,73629.67784,75064.71306,76643.69826,77991.17705,79355.75107,80637.87185,82063.13394,83576.25678,85289.47877,87111.55959,89171.0378,91343.41144,93234.39624,94716.5231,96018.87999,97518.91551,99124.85991,100653.3567,102331.966,104257.1964,106233.0274,107996.0116,109456.3301,110856.0098,112396.207,114005.2584,115634.1113,117410.6115,119123.7192,120626.0481,121782.8514,122886.4725,124069.3849,125249.6295,126240.2522,127322.7465,128604.6444,130090.7815,131170.519,132021.8447,132794.874,133868.643,135136.5787,136378.5949,137730.8594,138732.3677,139776.5738,140811.6189,142198.0858,144586.6207,147380.8008,150154.5093,152042.3345,153063.6356,153708.3699,154410.2932,155723.5302,157597.8324,159769.6003,162313.0649,165112.2088,168425.3873,172228.9694,176547.7136,180664.052,184573.9991,188366.4894,191669.4064,194164.6277,195844.1676,197918.7439,200661.2498,204062.4233,209932.9714,217868.8931,227019.024,234847.5681,241282.5221,247142.8361,251529.9763,254030.2425,254518.9993,253967.9508,252807.7942,251112.4007,250688.8581,251079.9941,252307.7222,252842.1937
84,Saint Petersburg,29809.10042,29839.28019,29909.0618,30124.02408,30424.61489,30772.16217,31057.8923,31376.43845,31691.5806,32013.88362,32315.90625,32606.9864,32857.79397,33125.28371,33384.77653,33668.68143,33933.21244,34190.61884,34489.38342,34785.32136,35126.48721,35471.55097,35856.4521,36245.04037,36670.43881,37043.05145,37418.62823,37803.52365,38220.56369,38663.67896,39095.46235,39549.83238,39973.48121,40379.42565,40807.93821,41263.71124,41728.12942,42163.86358,42624.65943,43139.35386,43688.17663,44203.85752,44683.91902,45122.90669,45550.76178,45984.34281,46427.10216,46901.11422,47349.57647,47796.13229,48326.98274,48909.25587,49543.33882,50270.95335,51204.21728,52271.18842,53360.8576,54274.99811,55023.50935,55745.60944,56710.4626,57880.05754,59119.23416,60566.93737,61976.18464,63395.09575,64602.37148,65981.61823,67533.82794,68937.20089,70244.23269,71240.29905,72152.7244,73190.50619,74504.56731,75967.59666,76876.87175,77487.75274,77874.37403,78382.53365,78559.63279,78431.60852,78159.90192,77792.09284,77812.05014,77906.37113,77888.56959,77632.47322,77248.60442,76910.40123,76253.12016,75321.86484,74360.45794,73319.33047,72332.78761,70794.8524,69433.63398,68013.05623,67123.17435,66048.75336,64915.32425,63632.89612,62376.10505,61107.72434,59801.40254,58548.90376,57362.50689,56335.3388,55289.18445,54187.54985,53068.52154,51842.37877,50881.71332,50004.1099,49436.13214,48825.3809,48261.85755,47591.03467,47116.71919,46777.71182,46649.89455,46553.53857,46349.16219,46149.84508,45875.40539,45583.96429,45093.54695,44426.33135,43737.62723,43158.60759,42648.33007,42167.37622,41333.57011,40356.48726,39327.41755,38528.79845,37845.33447,37189.494,36600.99219,36098.3615,35726.97192,35601.17739,35535.98458,35591.5127,35544.51995,35637.41838,35785.76261,36094.83363,36427.70781,36692.90807,36866.51805,36880.4808,37010.95514,37305.53538,37854.98868,38494.84363,39043.01364,39535.19978,40112.35991,40870.18825,41793.70343,42633.79876,43334.06857,43888.02024,44403.43408,45056.47456,45638.11465,46232.58354,46457.6129,46617.47705,46747.36954,47134.67035,47755.72607,48357.25486,48871.90008,49229.00879,49540.05239,50050.18069,50760.50726,51710.52878,52328.35752,52721.90488,53003.03045,53656.5745,54610.57262,55646.31278,56830.71071,58098.16001,59551.11546,61027.49088,62424.50877,63785.29904,64817.38801,65940.94115,67027.03932,68565.21894,70009.61357,71401.50703,72470.31355,73571.16308,74769.63103,76081.35991,77403.84731,78611.00014,79646.87117,80540.30588,81409.82809,82501.63073,83666.10853,85137.0963,86961.51281,89036.67981,90941.8637,92646.88807,94301.8734,95992.44971,96898.20102,97268.53649,97547.95759,98235.48434,99260.08173,100326.6654,101741.081,103316.8241,104717.9638,105871.9789,106964.3674,108091.7241,109107.5855,109927.2379,110838.4965,111763.8544,112685.0325,113588.3281,114570.7615,115742.3156,116656.2106,117620.6525,118572.7697,119869.9337,122500.378,125637.7592,128926.8886,130993.3698,132132.6609,132761.8626,133255.0243,134239.9611,135614.9432,137231.329,139032.9602,140932.357,143354.8412,146443.3012,150128.7504,153851.1602,157149.8221,160752.7856,164624.7448,168221.4859,170785.8041,172729.1093,175157.1338,178030.0245,182497.1202,188131.5549,194928.9921,201645.8843,207895.2929,213834.4921,218008.6316,220497.364,221080.7732,220781.7084,219571.1335,217788.5332,219615.4327,223628.9348,229206.6371,232079.2441
89,Tallahassee,56130.21888,56201.27628,56325.86535,56385.30459,56396.29068,56368.05833,56483.22627,56666.76838,56873.94502,57105.63541,57324.44918,57529.15973,57688.31238,57867.7863,58060.32391,58375.55311,58713.3942,59058.97048,59371.93859,59698.26957,60020.49989,60287.14511,60502.89388,60749.5172,61022.82031,61313.06335,61598.38819,61914.33742,62261.37657,62650.42067,63043.42381,63510.0446,63974.64299,64438.28076,64857.78768,65280.22949,65727.84541,66200.14425,66661.45424,67263.19592,67882.85742,68580.52293,69233.46332,70047.16302,70940.95315,71905.33667,72705.80158,73394.17871,73927.87986,74334.75351,74856.84211,75663.80449,76540.85446,77422.84184,78345.45967,79517.98807,80673.67344,81498.97213,82342.80985,83168.92807,84098.6969,84913.00687,85730.75551,86789.86232,88033.59399,89432.86625,90824.64731,92164.91126,93592.72356,94963.02423,96408.14622,97340.81745,98003.14277,98739.82659,99928.57792,101355.6251,102661.8448,103778.0351,104771.3847,105578.3602,106192.4946,106566.8459,106633.3141,106637.4551,106398.1654,106209.3716,105907.4851,106076.2148,106748.9986,107443.2707,107586.3834,107144.9874,106468.4695,105956.7457,105251.817,104657.6957,103656.9215,102744.9593,101819.5182,101175.2686,100188.4515,99055.78089,97849.91663,96787.43778,95767.65779,94729.93654,93936.86869,93327.56201,92883.77244,92314.42818,91522.90877,90516.81375,89408.39373,88480.70382,87584.3287,86811.12441,86099.93671,85757.47384,85550.59908,85436.24683,85410.04161,85536.37291,85715.34206,85579.5406,85453.14077,85158.92846,84769.50963,84078.31071,83183.96108,82278.53225,81217.24537,80171.17112,79271.02538,78548.44833,78042.15765,77210.62649,76323.04711,75395.07674,74838.04552,74434.54631,74126.42736,73373.91027,72562.45121,71693.26665,71381.58287,71395.04728,71398.02154,71431.38305,71275.66717,71105.52741,70726.10491,70128.812,69572.08421,69091.32547,68924.49056,68948.8079,69180.0533,69336.59011,69414.53925,69426.3765,69508.63707,69681.33015,69850.48017,70044.90069,70009.77629,70067.54514,70065.8315,70395.48997,70770.15217,71291.53345,71681.99416,71962.92212,72186.82823,72382.48801,72540.5296,72544.0238,72472.23538,72379.9319,72555.31798,72951.11636,73407.14161,73550.70313,73521.69119,73455.88351,73774.77973,74180.57351,74730.01509,75182.09754,75670.53492,76299.57667,76862.4285,77636.13217,78359.57179,79087.50707,79443.88267,79742.87132,80069.51722,80617.03677,81022.66995,81491.64366,81940.95422,82593.84157,83085.84457,83467.26685,83662.3416,84003.86361,84399.95224,84851.04956,85190.34194,85588.31217,86327.55356,87258.35664,88274.11665,89210.92054,90054.45628,90661.31278,90902.88698,91282.8124,91946.39496,92951.15067,93875.89556,94458.85215,94965.41656,95317.65171,95904.19495,96575.09989,97538.00174,98345.10824,98818.44246,99092.15644,99490.86755,100120.6535,101032.1432,102167.4326,103134.0506,103933.0656,104460.2829,105227.5867,106044.4199,107069.1444,108561.2013,110076.8873,111390.287,112131.2126,112544.4576,112856.7868,112982.0678,113404.8784,114459.2464,116105.2303,117831.0781,119206.9141,120318.9705,121448.004,122629.7482,123877.9869,125096.0698,126907.9248,128924.0163,131119.1168,132537.5422,133621.7631,134615.898,135711.379,137271.4775,139111.7652,141344.3254,143790.765,146310.5453,148927.044,150676.012,151563.4394,151799.4737,152021.6046,152244.2461,152340.6958,154792.3714,158619.4531,163282.4528,166147.5369
105,Lakeland,36085.891,36209.86036,36295.27915,36413.17049,36511.24527,36638.55862,36836.64358,37006.72764,37183.71384,37386.13731,37587.07912,37775.65229,37889.21052,38008.18967,38049.37623,38146.68882,38260.43797,38435.21984,38619.53341,38819.6116,39040.52186,39202.62373,39320.93649,39467.90996,39636.63032,39784.17185,39907.62832,40088.17087,40363.47586,40656.98751,40903.28264,41105.61327,41300.75643,41522.20413,41754.01374,42002.10439,42236.99579,42496.36097,42779.07007,43103.68676,43435.35347,43709.10768,43970.22815,44219.40011,44497.66317,44792.70706,45112.83847,45464.0443,45767.25882,46030.0073,46232.08925,46470.17622,46762.98388,47195.85494,47754.1467,48456.13778,49250.70315,49900.88648,50455.32039,50858.65042,51439.46604,52085.06753,52832.19179,53628.79341,54501.06215,55691.42527,57088.39793,58601.45353,60053.73316,61547.58211,63116.61732,64474.66292,65308.70475,65859.76715,66729.69852,68593.35506,70779.88916,72877.29335,74173.22405,75112.52693,75467.6005,75321.09705,74990.27282,74786.18371,75032.66277,75466.76797,75862.79682,75978.01379,75881.64367,75663.82589,75335.60375,74868.85383,74325.33568,73691.50438,72758.55456,72058.02359,71695.52061,71643.95246,71357.19924,70887.90998,70031.13046,68963.94072,67770.29841,66588.39553,65643.67393,64698.059,63843.41182,62602.18644,61227.79877,59993.31293,58953.68329,58073.16359,57163.84439,55970.05776,54784.60204,53479.61643,52265.70391,51085.94283,50282.99527,49945.53008,49799.34505,49699.76292,49352.43281,48778.17917,47997.81513,47315.25679,46741.62046,46067.41067,45377.74317,44626.37829,44146.92531,43569.57969,42649.32897,41520.18103,40509.1133,39818.21406,39317.4407,38912.85776,38554.71202,38046.52854,37607.74565,37282.0352,37278.67349,37258.31021,37377.91409,37631.41427,38079.36328,38545.37665,38949.34204,39237.09872,39494.40408,39597.04909,39635.81646,39700.15209,39886.25602,40239.92356,40643.39842,41096.4548,41696.70009,42310.77825,42943.91845,43530.27189,44115.49932,44874.97718,45622.5793,46352.30448,46819.93518,47227.89795,47679.87713,48167.13905,48650.6764,49074.06287,49583.50276,50109.90042,50721.12577,51262.40635,51662.04597,52080.08236,52806.47522,53900.60952,54879.41325,55434.34822,55791.11545,56352.45367,57126.80353,57959.63666,58849.95213,59765.56784,60668.80995,61550.16971,62334.19457,63233.06719,64057.15038,64930.09163,65675.97911,66503.10381,67335.99731,68229.33042,69055.55417,70135.2839,71232.29568,72425.54286,73450.16676,74632.58924,75654.57709,76551.75221,77264.48355,78224.20688,79194.39512,80349.50868,81561.78425,83151.21149,84685.36177,86102.99274,87104.88584,88030.69606,88816.00784,89832.32367,91028.5548,92333.43871,93752.85573,95134.53877,96799.00366,98443.38996,100273.3077,101986.6374,103749.8702,105409.5678,106776.4038,107767.9875,108426.1654,109089.3258,109951.7149,111034.0081,112237.3743,113518.6322,114751.9814,115937.7448,116893.7109,117895.7871,119254.4518,120983.6399,122639.2837,123911.4119,124746.7088,125583.3903,126644.7817,128164.096,130167.0185,132421.2444,134648.8439,136629.9635,139123.4461,142208.3455,145588.1209,148215.4178,150443.9042,153119.985,155580.1448,157479.7475,158311.4093,159741.2453,162044.9135,164845.6492,169699.4716,176204.318,183710.3339,189603.8246,194033.6974,197954.3011,201320.5417,203668.7547,205085.2635,205837.5169,206077.4695,205624.7985,205522.1769,205780.8959,206559.4491,206815.8228
